Pvä;Korkein;Matalin;Päätös;Keskimääräinen;Kok.volyymi;Liikevaihto
10.3.2006;2665,73;2643,6;2665.73;;;
9.3.2006;2660,05;2613,51;2654.73;;;
8.3.2006;2616,52;2588,66;2609.66;;;
7.3.2006;2588,65;2576,3;2588.18;;;
6.3.2006;2591,15;2571,92;2588.1;;;
3.3.2006;2578,54;2563,2;2572.53;;;
2.3.2006;2596,07;2567,74;2570;;;
1.3.2006;2580,19;2563,99;2579.9;;;
28.2.2006;2619,64;2562,85;2568.09;;;
27.2.2006;2619,96;2606,78;2619.96;;;
24.2.2006;2612,09;2596,61;2611.95;;;
23.2.2006;2610,26;2594,68;2599.57;;;
22.2.2006;2597,26;2569,81;2594.12;;;
21.2.2006;2593,43;2561,81;2591.92;;;
20.2.2006;2562,03;2530,4;2561.33;;;
17.2.2006;2545,02;2523,09;2536.56;;;
16.2.2006;2538,66;2510,62;2523.09;;;
15.2.2006;2534,53;2498,79;2520.57;;;
14.2.2006;2496,25;2478,53;2495.74;;;
13.2.2006;2479,83;2461,28;2477.16;;;
10.2.2006;2479,97;2464,88;2470.33;;;
9.2.2006;2485,48;2459,73;2480.45;;;
8.2.2006;2468,12;2444,91;2458.12;;;
7.2.2006;2480,01;2461,64;2468.44;;;
6.2.2006;2469,73;2450,45;2468.9;;;
3.2.2006;2470,45;2447,04;2450.37;;;
2.2.2006;2469,23;2448,3;2456.33;;;
1.2.2006;2469,42;2425,26;2465.07;;;
31.1.2006;2439,56;2425,63;2430.26;;;
30.1.2006;2430,52;2416,11;2424.85;;;
27.1.2006;2421,21;2388,1;2418.59;;;
26.1.2006;2397,7;2378,26;2385.16;;;
25.1.2006;2382,16;2360,15;2380.62;;;
24.1.2006;2371,2;2357,62;2359.06;;;
23.1.2006;2369,59;2345,9;2362.23;;;
20.1.2006;2393,05;2370,96;2372.85;;;
19.1.2006;2382,04;2352,13;2375.5;;;
18.1.2006;2358,39;2326,62;2350.58;;;
17.1.2006;2376,24;2358,73;2363.19;;;
16.1.2006;2378,22;2364,33;2376.09;;;
13.1.2006;2383,59;2361,32;2368.52;;;
12.1.2006;2389,47;2373,39;2382.79;;;
11.1.2006;2381,1;2363,42;2380.85;;;
10.1.2006;2375,47;2360,37;2362.96;;;
9.1.2006;2385,57;2363,82;2376.09;;;
5.1.2006;2376,56;2354,87;2361.03;;;
4.1.2006;2370,26;2344,57;2369.52;;;
3.1.2006;2342,71;2310,58;2342.71;;;
2.1.2006;2315,26;2300,84;2312.99;;;
30.12.2005;2308,07;2298,02;2301.26;;;
29.12.2005;2309,87;2303,44;2309.15;;;
28.12.2005;2309,75;2301,17;2305.3;;;
27.12.2005;2311,04;2301,63;2310.99;;;
23.12.2005;2306,75;2286,91;2304.48;;;
22.12.2005;2294,93;2280,52;2287.07;;;
21.12.2005;2289,75;2271,24;2289.74;;;
20.12.2005;2278,63;2269,17;2273.99;;;
19.12.2005;2290,7;2272,55;2277.82;;;
16.12.2005;2290,54;2265,63;2290.54;;;
15.12.2005;2279,61;2265,02;2266.56;;;
14.12.2005;2278,66;2259,93;2276.98;;;
13.12.2005;2267,15;2254,49;2262.45;;;
12.12.2005;2279,56;2254,11;2258.28;;;
9.12.2005;2272,43;2264,08;2268.87;;;
8.12.2005;2277,14;2261,29;2268.49;;;
7.12.2005;2280,67;2237,75;2276.83;;;
5.12.2005;2248,06;2232,61;2236.82;;;
2.12.2005;2240,95;2223,55;2232.34;;;
1.12.2005;2220,82;2179,34;2218.9;;;
30.11.2005;2187,38;2174,51;2179.03;;;
29.11.2005;2197,65;2175,85;2180.8;;;
28.11.2005;2213,64;2197,46;2197.6;;;
25.11.2005;2212,25;2195,79;2209.17;;;
24.11.2005;2204,23;2187,87;2196.35;;;
23.11.2005;2199,95;2177,24;2197.34;;;
22.11.2005;2182,67;2172,82;2178.11;;;
21.11.2005;2182,32;2168,89;2173.33;;;
18.11.2005;2185,12;2165,8;2171.01;;;
17.11.2005;2171,58;2156,39;2171.58;;;
16.11.2005;2165,42;2152,04;2156.2;;;
15.11.2005;2192,13;2163,39;2165.28;;;
14.11.2005;2201,23;2189,08;2192.25;;;
11.11.2005;2189,37;2172,3;2188.61;;;
10.11.2005;2175,52;2162,25;2169.66;;;
9.11.2005;2167,74;2152,41;2163.73;;;
8.11.2005;2168,29;2150,11;2153.37;;;
7.11.2005;2170,48;2151,06;2157.77;;;
4.11.2005;2171,59;2152,88;2169.77;;;
3.11.2005;2156,31;2131,23;2154.62;;;
2.11.2005;;;2144.92;;;
1.11.2005;;;2142.81;;;
31.10.2005;2142,84;2093,75;2142.77;;;
28.10.2005;2091,72;2066,93;2090.8;;;
27.10.2005;2116,14;2088,19;2090.4;;;
26.10.2005;2116,47;2095,92;2116.42;;;
25.10.2005;2118,32;2094,89;2096.79;;;
24.10.2005;2095,59;2052,79;2095.4;;;
21.10.2005;2077,49;2045,8;2051.81;;;
20.10.2005;2131,88;2074,89;2079.29;;;
19.10.2005;2143,95;2087,64;2091.98;;;
18.10.2005;2159,58;2139,43;2145.24;;;
17.10.2005;2155,92;2141,66;2144.58;;;
14.10.2005;2157,1;2127,41;2142.11;;;
13.10.2005;2198,3;2148,98;2150.3;;;
12.10.2005;2210,92;2195,89;2197.58;;;
11.10.2005;2216,54;2206,59;2211.01;;;
10.10.2005;2232,06;2202,43;2207.88;;;
7.10.2005;2212,35;2199,12;2200.66;;;
6.10.2005;2237,05;2195,2;2208.19;;;
5.10.2005;2261,03;2239,89;2240.43;;;
4.10.2005;2274,69;2257,87;2262.65;;;
3.10.2005;2272,21;2261,68;2272.21;;;
30.9.2005;2266,48;2251,83;2263.41;;;
29.9.2005;2253,6;2245,11;2250.22;;;
28.9.2005;2253,69;2233,16;2246.26;;;
27.9.2005;2263,82;2245,22;2249.66;;;
26.9.2005;2263,25;2248,43;2254.33;;;
23.9.2005;2253,42;2241,31;2246.78;;;
22.9.2005;2250,94;2236,91;2250.33;;;
21.9.2005;2259,57;2242,19;2243.01;;;
20.9.2005;2261,57;2247,48;2261.35;;;
19.9.2005;2253,23;2232,84;2250.14;;;
16.9.2005;2239,96;2225,05;2235.37;;;
15.9.2005;2241,02;2228,87;2229.14;;;
14.9.2005;2245,27;2231,89;2233.98;;;
13.9.2005;2238,14;2212,29;2232.25;;;
12.9.2005;2216,77;2201,2;2212.29;;;
9.9.2005;2200,88;2188,44;2200.39;;;
8.9.2005;2197,78;2187,52;2187.79;;;
7.9.2005;2197,67;2182,75;2195.91;;;
6.9.2005;2184,86;2170,24;2183.98;;;
5.9.2005;2172,17;2164,58;2170.95;;;
2.9.2005;2179,58;2159,3;2165.79;;;
1.9.2005;2165,47;2149,38;2164.95;;;
31.8.2005;2147,92;2115,97;2147.61;;;
30.8.2005;2125,44;2101,23;2115.67;;;
29.8.2005;2100,87;2089,95;2100.59;;;
26.8.2005;2117,57;2100,82;2101.36;;;
25.8.2005;2120,6;2110,24;2112.22;;;
24.8.2005;2138,67;2121,25;2122.21;;;
23.8.2005;2146,11;2135,66;2136.49;;;
22.8.2005;2142,24;2131,13;2141.34;;;
19.8.2005;2132,07;2105,05;2131.13;;;
18.8.2005;2114,65;2104,32;2104.56;;;
17.8.2005;2119,73;2103,91;2106.51;;;
16.8.2005;;;2120.22;;;
15.8.2005;2147,35;2134,08;2135.44;;;
12.8.2005;2145,52;2137,13;2140.26;;;
11.8.2005;2148,17;2136,81;2136.81;;;
10.8.2005;2151,81;2131,64;2151.81;;;
9.8.2005;2138,41;2123,72;2131.96;;;
8.8.2005;;;2123.72;;;
5.8.2005;2123,66;2111,92;2112.97;;;
4.8.2005;2143,37;2116,49;2121.61;;;
3.8.2005;2136,99;2127,4;2132.06;;;
2.8.2005;2134,71;2124,49;2134.71;;;
1.8.2005;2140,09;2122,2;2126.04;;;
29.7.2005;2139,88;2112,78;2121.45;;;
28.7.2005;2147,29;2115,03;2132.17;;;
27.7.2005;2120,86;2090,2;2118.23;;;
26.7.2005;2095,15;2084,56;2089.54;;;
25.7.2005;;;2087.14;;;
22.7.2005;2090,03;2076,6;2086.97;;;
21.7.2005;2111,81;2074,85;2083.52;;;
20.7.2005;2110,83;2099,14;2108.54;;;
19.7.2005;2113,5;2084,94;2112.89;;;
18.7.2005;2095,36;2082,97;2083.82;;;
15.7.2005;2091,81;2075,91;2085.87;;;
14.7.2005;;;2077.51;;;
13.7.2005;2092,03;2077,14;2085.89;;;
12.7.2005;2093,99;2077,65;2086.62;;;
11.7.2005;2089,88;2075,48;2089.66;;;
8.7.2005;2076,35;2046,71;2073.24;;;
7.7.2005;2067,64;2009,52;2043.67;;;
6.7.2005;2066,72;2059,33;2066.02;;;
5.7.2005;2067,4;2053,16;2058.45;;;
4.7.2005;2072,07;2063,01;2067.24;;;
1.7.2005;2062,87;2046,98;2062.71;;;
30.6.2005;2062,47;2046,56;2052.86;;;
29.6.2005;2057,38;2037,28;2053.82;;;
28.6.2005;2036,76;2024,94;2035.51;;;
27.6.2005;2058,21;2019,87;2025.42;;;
23.6.2005;2068,38;2053,38;2063.98;;;
22.6.2005;2063,56;2051,91;2056.26;;;
21.6.2005;2059,43;2047,42;2051.91;;;
20.6.2005;2060,23;2048,01;2056.29;;;
17.6.2005;2063,52;2049,43;2058.38;;;
16.6.2005;2050,49;2033,55;2050.49;;;
15.6.2005;2045,93;2030,54;2032.6;;;
14.6.2005;2046,59;2024,73;2045.77;;;
13.6.2005;2032,72;2020,88;2029.74;;;
10.6.2005;2023,12;2004,66;2021.05;;;
9.6.2005;2010,75;2000,91;2002.9;;;
8.6.2005;2014,6;2003,56;2008.41;;;
7.6.2005;2011,47;1991,47;2011.34;;;
6.6.2005;1998,68;1985,87;1991.21;;;
3.6.2005;2012,97;1995,9;1999.1;;;
2.6.2005;2014,35;2005,54;2007.22;;;
1.6.2005;2008,71;1985,45;2008.26;;;
31.5.2005;;;1988.45;;;
30.5.2005;1982,41;1975,18;1981.13;;;
27.5.2005;1979,52;1966,53;1978.95;;;
26.5.2005;1968,88;1957,02;1966.38;;;
25.5.2005;1977,97;1958,27;1959.23;;;
24.5.2005;1973,84;1958,98;1972.85;;;
23.5.2005;1973,45;1956,54;1972.75;;;
20.5.2005;1960,54;1951,19;1956.87;;;
19.5.2005;1962,05;1951,7;1957.9;;;
18.5.2005;1957,38;1926,24;1953.17;;;
17.5.2005;1925,25;1918,63;1924.88;;;
16.5.2005;1924,29;1909,51;1921.7;;;
13.5.2005;1916,28;1901,7;1916.03;;;
12.5.2005;1909,5;1898,73;1902.3;;;
11.5.2005;1904,55;1895,65;1896.76;;;
10.5.2005;1910,83;1891,9;1898.77;;;
9.5.2005;1911,52;1898,1;1908.19;;;
6.5.2005;1905,32;1872,81;1904.24;;;
4.5.2005;1884,88;1867,59;1870.84;;;
3.5.2005;1875,06;1868,6;1873.61;;;
2.5.2005;1871,58;1856,15;1871.16;;;
29.4.2005;1861,13;1845,59;1853;;;
28.4.2005;1879,3;1849,19;1853.8;;;
27.4.2005;1900,11;1855,57;1860.13;;;
26.4.2005;1910,75;1888,88;1899.16;;;
25.4.2005;1910,81;1898,34;1910.75;;;
22.4.2005;1908,13;1889,23;1903.57;;;
21.4.2005;1900,16;1881,7;1885.6;;;
20.4.2005;1910,44;1893,86;1897.35;;;
19.4.2005;1900,51;1883,51;1891.27;;;
18.4.2005;1910,64;1873,92;1880.74;;;
15.4.2005;1949,73;1910,79;1913.4;;;
14.4.2005;1957,23;1945,58;1953.7;;;
13.4.2005;1964,68;1956,46;1958.96;;;
12.4.2005;1967,66;1952,56;1956.39;;;
11.4.2005;1978,79;1961,17;1967.66;;;
8.4.2005;1980,77;1964,97;1979.83;;;
7.4.2005;1974,63;1954,57;1968.77;;;
6.4.2005;1955,19;1944;1954.58;;;
5.4.2005;1948,17;1930,55;1945.03;;;
4.4.2005;1947,59;1923,21;1929;;;
1.4.2005;1956,02;1941,91;1949.18;;;
31.3.2005;1959,5;1945,77;1952.95;;;
30.3.2005;1954,06;1943,82;1945.18;;;
29.3.2005;1955,78;1939,11;1955.78;;;
24.3.2005;1944,28;1926,16;1942.57;;;
23.3.2005;1952,27;1924,16;1933.34;;;
22.3.2005;1965,3;1948,43;1953.83;;;
21.3.2005;1978,01;1959,57;1961.25;;;
18.3.2005;1979,67;1970,32;1972.47;;;
17.3.2005;1978,09;1965,15;1976.83;;;
16.3.2005;2004,44;1976,25;1976.27;;;
15.3.2005;2002,52;1987,7;2002.29;;;
14.3.2005;1993,4;1984,06;1989.51;;;
11.3.2005;1993,76;1981,52;1989.14;;;
10.3.2005;2001,15;1979,22;1980.43;;;
9.3.2005;2014,1;1999,29;1999.96;;;
8.3.2005;2015,88;1995,86;2001.95;;;
7.3.2005;2026,66;2012,75;2016.97;;;
4.3.2005;2012,9;1987,17;2012.59;;;
3.3.2005;1989,84;1974,97;1989.15;;;
2.3.2005;1976,71;1969,32;1976.06;;;
1.3.2005;1971,42;1956,32;1971.08;;;
28.2.2005;1970,73;1958,35;1962.91;;;
25.2.2005;1961,31;1947,97;1958.04;;;
24.2.2005;1948,18;1932,96;1944.86;;;
23.2.2005;1942,09;1930,77;1932.06;;;
22.2.2005;1950,07;1934,29;1943.95;;;
21.2.2005;1962,82;1947,77;1947.9;;;
18.2.2005;1960,92;1942,98;1959.61;;;
17.2.2005;1957,61;1945,29;1947.73;;;
16.2.2005;1948,75;1938,17;1948.75;;;
15.2.2005;1951,41;1930,7;1948.32;;;
14.2.2005;1943,88;1928,13;1932.99;;;
11.2.2005;1939,26;1910,69;1937.65;;;
10.2.2005;1927,84;1909,12;1910.07;;;
9.2.2005;1928,66;1916,58;1926.38;;;
8.2.2005;1924,65;1912,06;1917.77;;;
7.2.2005;1916,24;1896,45;1910.82;;;
4.2.2005;1899,27;1887,3;1895.36;;;
3.2.2005;1897,22;1865,86;1890.38;;;
2.2.2005;1867,54;1848,66;1866.17;;;
1.2.2005;1848,23;1821,39;1848.23;;;
31.1.2005;1828,87;1817,29;1828.62;;;
28.1.2005;1836,3;1814,68;1815.72;;;
27.1.2005;1835,51;1815,04;1830.18;;;
26.1.2005;1821,59;1809,05;1818.03;;;
25.1.2005;1819,79;1802,68;1816.46;;;
24.1.2005;1821,88;1802,76;1809.08;;;
21.1.2005;1824,37;1814,89;1821.88;;;
20.1.2005;1841,23;1814,94;1817.13;;;
19.1.2005;1856,15;1842,72;1845.95;;;
18.1.2005;1851,63;1842,25;1851.47;;;
17.1.2005;1851,48;1837,61;1851.33;;;
14.1.2005;1837,18;1827,47;1836.2;;;
13.1.2005;1835,85;1823,06;1832.16;;;
12.1.2005;1843,78;1817,24;1821.92;;;
11.1.2005;1860,34;1837,28;1840.85;;;
10.1.2005;1859,79;1850,1;1857.64;;;
7.1.2005;1852,54;1830,37;1850.58;;;
5.1.2005;1843,52;1829,71;1829.71;;;
4.1.2005;1849,48;1839,5;1844.32;;;
3.1.2005;1854,83;1830,98;1841.55;;;
30.12.2004;1832,66;1827,08;1830.98;;;
29.12.2004;1836,22;1827,03;1829.03;;;
28.12.2004;1837,89;1824,88;1832.6;;;
27.12.2004;1839,52;1833,53;1837.74;;;
23.12.2004;1840,67;1833,88;1840.21;;;
22.12.2004;1841,3;1831,95;1841.3;;;
21.12.2004;1833,07;1818,14;1829.8;;;
20.12.2004;1820,79;1794,9;1818.85;;;
17.12.2004;1812,74;1787,51;1794.18;;;
16.12.2004;1812,91;1803,6;1809.04;;;
15.12.2004;1820,49;1803,81;1804.03;;;
14.12.2004;1829,52;1813,08;1816.45;;;
13.12.2004;1828,71;1813,16;1818.7;;;
10.12.2004;1828,93;1816,17;1825.16;;;
9.12.2004;1840,71;1815,78;1824.32;;;
8.12.2004;1865,65;1838,36;1839.65;;;
7.12.2004;1869,6;1854,56;1867.79;;;
3.12.2004;1862,73;1851,15;1857.02;;;
2.12.2004;1859,83;1851,13;1858.65;;;
1.12.2004;1855,66;1841,28;1855.66;;;
30.11.2004;1864,49;1854,18;1856.15;;;
29.11.2004;1872,56;1856,65;1859.49;;;
26.11.2004;1859,02;1847,66;1857.7;;;
25.11.2004;1855,01;1833,07;1852.13;;;
24.11.2004;1833,19;1825,04;1832.78;;;
23.11.2004;1829,98;1812,56;1823.61;;;
22.11.2004;1819,45;1802,66;1811.7;;;
19.11.2004;1832;1818,83;1821.02;;;
18.11.2004;1829,71;1817,33;1827.72;;;
17.11.2004;1826,93;1808,47;1826.85;;;
16.11.2004;1822,99;1803,96;1807.47;;;
15.11.2004;1829,83;1815,64;1819.68;;;
12.11.2004;1828,1;1816,26;1820.33;;;
11.11.2004;1821,23;1797,87;1817.12;;;
10.11.2004;1801,73;1774,95;1799.38;;;
9.11.2004;1780,12;1767,78;1776.04;;;
8.11.2004;1772,5;1768,28;1769.71;;;
5.11.2004;1779,94;1767,9;1771.09;;;
4.11.2004;1767,84;1759,28;1764.18;;;
3.11.2004;1769,85;1761,19;1764.7;;;
2.11.2004;1764,04;1754,15;1761.64;;;
1.11.2004;1756,91;1732,36;1756.91;;;
29.10.2004;1737,53;1731,75;1736.24;;;
28.10.2004;1742,37;1724,04;1729.54;;;
27.10.2004;1730,55;1709,07;1730.55;;;
26.10.2004;1711,9;1705,11;1707.56;;;
25.10.2004;1725,4;1705,06;1708.42;;;
22.10.2004;1733,22;1715,12;1729.26;;;
21.10.2004;1718,79;1704,63;1717.77;;;
20.10.2004;1735,3;1706,48;1709.16;;;
19.10.2004;1743,74;1715,12;1738.98;;;
18.10.2004;1718,24;1709,02;1711.1;;;
15.10.2004;1714,6;1706,43;1714.6;;;
14.10.2004;1717,22;1699,83;1711.91;;;
13.10.2004;1719,29;1705;1718.22;;;
12.10.2004;1717,16;1699,67;1704;;;
11.10.2004;1717,33;1701,99;1717.33;;;
8.10.2004;1714,06;1702,72;1708.83;;;
7.10.2004;1716,15;1705,82;1709.64;;;
6.10.2004;1707,94;1693,98;1704.93;;;
5.10.2004;1715,23;1701,78;1706.97;;;
4.10.2004;1715,08;1694,65;1710.35;;;
1.10.2004;1694,4;1666,91;1693.14;;;
30.9.2004;1680,37;1663,8;1666.24;;;
29.9.2004;1665,31;1642,19;1663.3;;;
28.9.2004;1643,28;1632,36;1641.63;;;
27.9.2004;1650,62;1633,97;1640.1;;;
24.9.2004;1652,71;1643,5;1650.28;;;
23.9.2004;1660,01;1642;1648.19;;;
22.9.2004;1669,21;1658,16;1659.41;;;
21.9.2004;1673,48;1665;1668.21;;;
20.9.2004;1670,15;1659,75;1669.41;;;
17.9.2004;1670,94;1663,36;1669.86;;;
16.9.2004;1665,33;1654,38;1663.62;;;
15.9.2004;1671,86;1659,23;1661.43;;;
14.9.2004;1676,04;1662,54;1665.88;;;
13.9.2004;1672,45;1660,5;1667.85;;;
10.9.2004;1662,52;1654,54;1660.92;;;
9.9.2004;1661,19;1632,02;1655.94;;;
8.9.2004;1650,23;1639,43;1642.92;;;
7.9.2004;1648,44;1638,96;1646.42;;;
6.9.2004;1645,45;1637,36;1642.81;;;
3.9.2004;1640,03;1625,52;1638.66;;;
2.9.2004;1633,04;1621,88;1629.84;;;
1.9.2004;1630,1;1619,52;1626.17;;;
31.8.2004;1629,91;1617,15;1621.38;;;
30.8.2004;1631,43;1625,87;1629.06;;;
27.8.2004;1630,88;1618,72;1628.76;;;
26.8.2004;1629,86;1614,18;1624.34;;;
25.8.2004;1622;1613,53;1614.18;;;
24.8.2004;1623,32;1614,6;1619.19;;;
23.8.2004;1618,46;1596,17;1617.23;;;
20.8.2004;1597,95;1587,99;1596.17;;;
19.8.2004;1597,9;1589,63;1597.14;;;
18.8.2004;1592,99;1582;1589.91;;;
17.8.2004;1590,08;1572,28;1589.46;;;
16.8.2004;1578,64;1563,93;1572.54;;;
13.8.2004;1569,66;1557,65;1566.28;;;
12.8.2004;1585,39;1562,56;1563.53;;;
11.8.2004;1585,58;1568,37;1571.46;;;
10.8.2004;1580,39;1561,9;1578.81;;;
9.8.2004;1586,89;1560,65;1564.1;;;
6.8.2004;1612,56;1577,99;1579.87;;;
5.8.2004;1615,33;1604,12;1609.85;;;
4.8.2004;1619,98;1603,54;1610.04;;;
3.8.2004;1620,64;1612,02;1619.42;;;
2.8.2004;1614,67;1602,65;1612.02;;;
30.7.2004;1616,44;1599,96;1607.08;;;
29.7.2004;1601,99;1584,91;1601.13;;;
28.7.2004;1594,62;1567,95;1585.46;;;
27.7.2004;1570,58;1553,75;1567.95;;;
26.7.2004;1557,94;1546,88;1555.48;;;
23.7.2004;1557,64;1546,64;1547.97;;;
22.7.2004;1575,26;1547,81;1551.5;;;
21.7.2004;1575,77;1559,09;1575.26;;;
20.7.2004;1560,39;1546,07;1559.09;;;
19.7.2004;1568,12;1549,73;1550.01;;;
16.7.2004;1570,72;1557,45;1567.47;;;
15.7.2004;1594,8;1550,66;1560.93;;;
14.7.2004;1595,98;1583,78;1590.23;;;
13.7.2004;1603,14;1593,08;1595.98;;;
12.7.2004;1612;1593,68;1599.03;;;
9.7.2004;1612,69;1598,3;1610.4;;;
8.7.2004;1613,15;1599,63;1611.35;;;
7.7.2004;1610,14;1596,42;1602.06;;;
6.7.2004;1616,48;1596,57;1602.75;;;
5.7.2004;1616,14;1607,47;1614.04;;;
2.7.2004;1622,48;1608,21;1609.8;;;
1.7.2004;1636,68;1617,52;1619.59;;;
30.6.2004;1634,25;1623,64;1626.09;;;
29.6.2004;1625,91;1609,08;1625.28;;;
28.6.2004;1620,53;1604,22;1618.86;;;
24.6.2004;1611,1;1593,13;1609.22;;;
23.6.2004;1595,13;1583,39;1593.13;;;
22.6.2004;1590,88;1582,24;1583.39;;;
21.6.2004;1592,74;1585,4;1590.5;;;
18.6.2004;1588,53;1575,04;1585.73;;;
17.6.2004;1582,82;1573,93;1578.63;;;
16.6.2004;1589,33;1579,08;1580.62;;;
15.6.2004;1589,33;1577,22;1586.06;;;
14.6.2004;1599,59;1580,16;1584.09;;;
11.6.2004;1602,43;1594,61;1598.52;;;
10.6.2004;1599,14;1591,18;1594.61;;;
9.6.2004;1605,95;1592,01;1595.92;;;
8.6.2004;1601,32;1589,43;1595.15;;;
7.6.2004;1595,77;1579,1;1595.16;;;
4.6.2004;1581,67;1564,43;1579.1;;;
3.6.2004;1566,43;1551,91;1564.56;;;
2.6.2004;1565,13;1551,09;1559.27;;;
1.6.2004;1555,09;1543,95;1552.84;;;
31.5.2004;1560,44;1549,95;1551.55;;;
28.5.2004;1557,92;1543,85;1556.64;;;
27.5.2004;1552,34;1537,32;1551.53;;;
26.5.2004;1551,08;1530,65;1537.4;;;
25.5.2004;1555,23;1528,5;1531.69;;;
24.5.2004;1556,83;1540,54;1554.41;;;
21.5.2004;1546,67;1534,4;1540.82;;;
19.5.2004;1550,56;1522,78;1546.46;;;
18.5.2004;1527,73;1510,11;1522.78;;;
17.5.2004;1531,27;1499,74;1510.11;;;
14.5.2004;1551,36;1530,03;1530.89;;;
13.5.2004;1552,5;1537,22;1544.89;;;
12.5.2004;1567,08;1539,95;1542.49;;;
11.5.2004;1562,07;1534,57;1560.88;;;
10.5.2004;1577,75;1526,98;1534.57;;;
7.5.2004;1580,74;1568,62;1577.47;;;
6.5.2004;1599,3;1573,93;1574.9;;;
5.5.2004;1598,32;1579,64;1595.9;;;
4.5.2004;1597,99;1577,73;1584.35;;;
3.5.2004;1601,09;1588,19;1594.9;;;
30.4.2004;1610,67;1586,46;1601.09;;;
29.4.2004;1641,07;1603,44;1609.37;;;
28.4.2004;1668,69;1639,34;1641.07;;;
27.4.2004;1678,42;1663,03;1667.3;;;
26.4.2004;1673,21;1650,23;1666.51;;;
23.4.2004;1668,41;1650,59;1650.61;;;
22.4.2004;1655,83;1616,66;1652.81;;;
21.4.2004;1638,4;1615,61;1616.66;;;
20.4.2004;1639,26;1611,17;1634.16;;;
19.4.2004;1617,32;1601,88;1611.91;;;
16.4.2004;1624,94;1595,81;1603.86;;;
15.4.2004;1637,57;1615,18;1617.76;;;
14.4.2004;1642,73;1622,19;1627.87;;;
13.4.2004;1649,18;1628,76;1642.73;;;
8.4.2004;1636,7;1618,78;1629.86;;;
7.4.2004;1644,52;1630,41;1635.54;;;
6.4.2004;1683,91;1637,41;1643.23;;;
5.4.2004;1678,32;1666,54;1672.81;;;
2.4.2004;1671,23;1630,66;1668.86;;;
1.4.2004;1636,23;1610,8;1630.82;;;
31.3.2004;1619,69;1606,48;1617.56;;;
30.3.2004;1610,66;1602,17;1607.09;;;
29.3.2004;1605,69;1585,11;1608.21;;;
26.3.2004;1608,59;1593,98;1595.84;;;
25.3.2004;1608,32;1588,73;1605.56;;;
24.3.2004;1602,37;1587,15;1597.68;;;
23.3.2004;1599,65;1577,8;1591.6;;;
22.3.2004;1603,01;1579;1580.24;;;
19.3.2004;1616,55;1597,9;1600.68;;;
18.3.2004;1638,01;1610,88;1614.08;;;
17.3.2004;1641,08;1616,23;1635.24;;;
16.3.2004;1625,91;1612,52;1616.23;;;
15.3.2004;1657,63;1620,69;1625.74;;;
12.3.2004;1653,34;1635,21;1646.51;;;
11.3.2004;1684,12;1636,45;1653.34;;;
10.3.2004;1699,8;1680,58;1684.12;;;
9.3.2004;1715,28;1694,58;1697.45;;;
8.3.2004;1717,66;1701,32;1715.08;;;
5.3.2004;1716,64;1695,49;1701.92;;;
4.3.2004;1707,5;1695,01;1704.26;;;
3.3.2004;1707,92;1688,24;1696.4;;;
2.3.2004;1691,2;1671,88;1688.3;;;
1.3.2004;1672,76;1654,08;1671.88;;;
27.2.2004;1668,7;1654,22;1658.37;;;
26.2.2004;1663,07;1652,61;1656.55;;;
25.2.2004;1662,13;1653,4;1654.46;;;
24.2.2004;1673,46;1654,11;1660.41;;;
23.2.2004;1678,46;1656,94;1670.97;;;
20.2.2004;1664,81;1653,42;1657.24;;;
19.2.2004;1668,64;1637,95;1664.33;;;
18.2.2004;1643,94;1632,5;1637.95;;;
17.2.2004;1636,36;1622,73;1633.67;;;
16.2.2004;1626,14;1618,93;1623.3;;;
13.2.2004;1634,07;1619,11;1620.25;;;
12.2.2004;1634,14;1612,84;1627.84;;;
11.2.2004;1622,96;1603,67;1612.84;;;
10.2.2004;1623,03;1604,94;1622.38;;;
9.2.2004;1609,26;1587,99;1606.73;;;
6.2.2004;1600,61;1583,21;1587.99;;;
5.2.2004;1594,37;1578,96;1585.5;;;
4.2.2004;1584,23;1576,81;1580.42;;;
3.2.2004;1587,52;1577,57;1580.58;;;
2.2.2004;1592,69;1579,06;1581.93;;;
30.1.2004;1599,89;1579,37;1588.13;;;
29.1.2004;1604,2;1585,82;1591.55;;;
28.1.2004;1616,76;1600,27;1604.13;;;
27.1.2004;1620,81;1604,08;1613.94;;;
26.1.2004;1610,32;1597,26;1604.08;;;
23.1.2004;1607,01;1595,31;1603.58;;;
22.1.2004;1606,47;1583,66;1603.95;;;
21.1.2004;1605,84;1581,8;1583.66;;;
20.1.2004;1632,55;1603,82;1603.82;;;
19.1.2004;1629,95;1616,18;1627.3;;;
16.1.2004;1618,63;1598,09;1616.18;;;
15.1.2004;1603,37;1584,35;1598.22;;;
14.1.2004;1593,06;1571,75;1587.28;;;
13.1.2004;1597,66;1572,24;1575.7;;;
12.1.2004;1590,69;1572,31;1585.44;;;
9.1.2004;1609,44;1581,05;1582.38;;;
8.1.2004;1607,36;1574,5;1594.55;;;
7.1.2004;1590,54;1572,54;1575.5;;;
5.1.2004;1580,45;1563,06;1579.66;;;
2.1.2004;1567,87;1530,98;1564.3;;;
30.12.2003;1539,97;1527,68;1530.98;;;
29.12.2003;1529,27;1513,86;1527.68;;;
23.12.2003;1522,88;1503,13;1521.5;;;
22.12.2003;1519,33;1499,81;1503.13;;;
19.12.2003;1521,08;1509,42;1513.35;;;
18.12.2003;1524,74;1507,51;1514.38;;;
